origin,destination,number of trips,CO2 in grams
"kirchberg,8107","westermarkelsdorf,ostholstein",1,119745
"kirchberg,71737","jaderaltendeich,wesermarsch",1,132369
"kirchheim,85551","zandt,upper palatinate",1,34717
"kirchheim unter teck,73230","oberkirch,freiburg",1,27357
"kirchlengern,32278","grömitz,ostholstein",1,70357
"kirchlengern,32278","göhren,rügen",1,109973
"kirchlengern,32278","sandbrink,diepholz",1,10076
"kirchlinteln,27308","dagebüll,nordfriesland",1,55309
"kitzingen,97318","nieblum,nordfriesland",1,150138
"klein lenden,37130","niendorf/ostsee,ostholstein",1,75516
"klein rogahn,19073","wiek,rügen",1,45373
"kleinen linden,35398","wandlitz,barnim",1,110300
"kleinostheim,63801","waldau,hildburghausen",1,36226
"klinkrade,23898","staberdorf,ostholstein",1,24302
"kloster lehnin,14797","zirchow,ostvorpommern",1,52796
"klostermansfeld,6308","haltern am see,münster",1,79530
"klostermansfeld,6308","hullern,münster",1,77550
"klötze,38486","klein bollhagen,rostock",1,46187
"koblenz,56068","kappeln,schleswig-flensburg",1,134690
"koblenz,56076","norddeich,aurich",1,97988
"kohlberg,92702","niederklutz,nordwestmecklenburg",1,130480
"kolkwitz,3099","altefähr,rügen",1,79215
"konz-könen,54329","kinzigtal,freiburg",1,47657
"korb,71404","pantow,rügen",1,181864
"kornhochheim,99192","sassnitz,rügen",1,117962
"kornwestheim,70806","friedrichskoog-spitze,dithmarschen",1,153729
"korschenbroich,41352","rieden,mayen-koblenz",1,26641
"krefeld,47798","wittscheid,cologne",1,26369
"krefeld,47799","niedersfeld,arnsberg",1,36409
"krefeld,47802","oberstdorf,swabia",1,137956
"krefeld,47805","dreislar,arnsberg",1,39825
"krefeld,47805","sandbrink,diepholz",1,48511
"krefeld,47809","wilhelmshaven,wilhelmshaven",1,70484
"krefeld,47839","griesbach,lower bavaria",1,154693
"krempermoor,25569","heiligenhafen,ostholstein",1,29856
"kronach,96317","kappeln,schleswig-flensburg",1,133588
"kronberg,61476","schönhagen,rendsburg-eckernförde",1,134889
"kronberg,61476","teßmannsdorf,rostock",1,128105
"kronshagen,24119","wyk auf föhr,nordfriesland",1,28407
"krugsdorf,17309","karlshagen,ostvorpommern",1,18037
"krumhermersdorf,9434","juliusruh,rügen",1,115519
"krumhermersdorf,9434","vieregge,rügen",1,113840
"krölpa bei pößneck,7387","serrig,trier-saarburg",1,100043
"kuckssee,17217","stralsund,nordvorpommern",1,23164
"kumhausen,84036","hohenhameln,peine",1,118274
"kurort oberwiesenthal,9484","windesheim,bad kreuznach",1,98944
"kurort seiffen,9548","nienhagen,harz",1,57436
"kusel,66869","eckernförde,rendsburg-eckernförde",1,153029
"kyllburg,54655","neßmersiel,aurich",1,108731
"käbschütztal,1665","schwarbe,rügen",1,104339
"kölln-reisiek,25337","wienrode,harz",1,63509
"köln,50667","kappeln,schleswig-flensburg",1,1641513
"köln,50668","gerolstein,vulkaneifel",1,22264
"köln,50670","köln-altstadt-nord,cologne",1,281
"köln,50674","hillesheim,vulkaneifel",1,19724
"köln,50676","reifferscheid,cologne",1,16339
"köln,50676","sessenbach,westerwaldkreis",1,18755
"köln,50677","uelsen,bentheim",1,46956
"köln,50678","bad saarow,oder-spree",1,136755
"köln,50678","wahlrod,westerwaldkreis",1,16324
"köln,50678","wangerooge,friesland",1,86790
"köln,50735","boltenhagen,nordwestmecklenburg",1,117667
"köln,50735","burhave,wesermarsch",1,81292
"köln,50737","winterberg,arnsberg",1,30288
"köln,50739","heißer stein,bernkastel-wittlich",1,28870
"köln,50739","kerschenbach,vulkaneifel",1,20312
"köln,50769","polchow,rügen",1,157825
"köln,50769","ummanz,rügen",1,151327
"köln,50823","brauneberg,bernkastel-wittlich",1,30988
"köln,50823","carolinensiel,wittmund",1,82948
"köln,50829","höfen,cologne",1,17578
"köln,50829","jemgum,leer",1,68527
"köln,50859","grömitz,ostholstein",1,120646
"köln,50931","olpenitzdorf,schleswig-flensburg",1,123935
"köln,50939","wremen,cuxhaven",1,86244
"köln,50968","rieden,mayen-koblenz",1,15675
"köln,50997","wremen,cuxhaven",1,87638
"köln,51061","groß wokern,rostock",1,128755
"köln,51063","wickerode,mansfeld-südharz",1,78063
"köln,51103","sandbrink,diepholz",1,52970
"köln,51105","berliner innenstadt,berliner innenstadt",1,127021
"köln,51107","burgaltendorf,düsseldorf",1,14950
"köln,51109","immerath,vulkaneifel",1,24106
"köln,51109","prüm,bitburg-prüm",1,25042
"köln,51145","süderholm,dithmarschen",1,105432
"köln,51147","altastenberg,arnsberg",1,26848
"königs wusterhausen,15711","bansin,ostvorpommern",1,50527
"königs wusterhausen,15711","gelbensande,rostock",1,61368
"königsbach-stein,75203","tossens,wesermarsch",1,136854
"königsbrunn,86343","rheda,detmold",1,117368
"königshain-wiederau,9306","letzau,upper palatinate",1,40159
"königslutter,38154","burhave,wesermarsch",1,59217
"königslutter,38154","dietrichstal,landkreis osterode am harz",1,18295
"königslutter,38154","warnemünde,rostock",1,62135
"königslutter am elm,38154","neuwerk,harz",1,14086
"königsmoos,86669","stamsried,upper palatinate",1,32041
"königstein,61462","lobbe,rügen",1,155412
"königswinter,53639","kempten,swabia",1,106089
"köthen,6366","ediger-eller,cochem-zell",1,102491
"kühren,24211","schilksee,plön",1,6718
"kürten,51515","besch,merzig-wadern",1,48777
"kürten,51515","norddeich,aurich",1,76284
"laatzen,30880","jordanshöhe,goslar",1,21771
"laatzen,30880","streek,friesland",1,43675
"ladbergen,49549","elpe,arnsberg",1,28717
"ladenburg,68526","thale,harz",1,81302
"lage,32791","norderteil,cuxhaven",1,54743
"lahnstein,56112","norddeich,aurich",1,98561
"lahntal,35094","priwall peninsula,lübeck",1,100394
"lahr,77933","lehengericht,freiburg",1,8581
"lambsheim,67245","bodman,freiburg",1,52639
"landau in der pfalz,76829","innenstadt,lübeck",1,146851
"landkreis,ehringshausen","wetzlar,giessen",1,2660
"landsberg,86888","kühlungsborn,rostock",1,181794
"landsberg am lech,86899","witzenhausen,kassel",1,100292
"landstuhl,66849","korweiler,rhein-hunsrück-kreis",1,21247
"langen (hessen),63225","dangast,friesland",1,103185
"langenfeld,40764","börgerende,rostock",1,126439
"langenfeld,40764","pulheim,cologne",1,4576
"langenfeld,40764","schönhagen,rendsburg-eckernförde",1,117922
"langenfeld,40764","süderbusch,cuxhaven",1,85776
"langenfeld,40764","wacken,steinburg",1,96644
"langenhagen,30851","grömitz,ostholstein",1,55500
"langenhagen,30855","ahlbeck,ostvorpommern",1,90866
"langenhagen,30855","fehmarn,ostholstein",1,64158
"langwedel,27299","tossens,wesermarsch",1,23920
"langwedel,27299","westerland,nordfriesland",1,59269
"lathen,49762","papenburg,emsland",1,6510
"laubach,35321","krems ii,segeberg",1,104964
"lauenbrück,27389","wolfshagen im harz,goslar",1,40770
"lauf,77886","dornhan,freiburg",1,11183
"lauf,91207","rehbach,kassel",1,63135
"lauingen,89415","wiek,rügen",1,187639
"laupheim,88471","reichenau,freiburg",1,22265
"laupheim,88471","zummeterhof,trier-saarburg",1,74392
"lauterbach,36341","westerland,nordfriesland",1,128432
"lauterbach (hessen),36341","zierow,nordwestmecklenburg",1,104009
"leck,25917","garding,nordfriesland",1,13528
"leegebruch,16767","worpswede,osterholz",1,77715
"leezen,23816","sankt peter-ording,nordfriesland",1,30772
"lehma,4617","canow,mecklenburgische seenplatte",1,1612198
"lehmkuhlen,24211","zingst,nordvorpommern",1,40681
"lehre,38165","tossens,wesermarsch",1,56819
"lehrte,31275","dorumer neufeld,cuxhaven",1,48035
"lehrte,31275","tecklenburg,münster",1,39611
"lehrte,31275","westerland,nordfriesland",1,80790
"leimen,69181","ruhlsdorf,barnim",1,137129
"leinfelden-echterdingen,70771","reimboldshausen,kassel",1,63722
"leipzig,4103","ahlbeck,ostvorpommern",1,84031
"leipzig,4103","cranzahl,chemnitz",1,26758
"leipzig,4103","hatzenbühl,germersheim",1,102714
"leipzig,4103","wildenthal,chemnitz",1,26482
"leipzig,4105","lubmin,ostvorpommern",1,85757
"leipzig,4105","untergöhren,mecklenburgische seenplatte",1,63678
"leipzig,4109","priwall peninsula,lübeck",1,81957
"leipzig,4109","wieck a. darß,nordvorpommern",1,91254
"leipzig,4155","hirschbach,dresden government region",1,29039
"leipzig,4155","hohendorf,nordvorpommern",1,83044
"leipzig,4155","loddin,ostvorpommern",1,84752
"leipzig,4155","olpenitzdorf,schleswig-flensburg",1,106779
"leipzig,4155","ribnitz,rostock",1,85914
"leipzig,4157","stahlbrode,nordvorpommern",1,86512
"leipzig,4159","bibelöd,upper bavaria",1,107346
"leipzig,4159","röbel,mecklenburgische seenplatte",1,59544
"leipzig,4177","zinnowitz,ostvorpommern",1,85997
"leipzig,4178","bibelöd,upper bavaria",1,106818
"leipzig,4178","rerik,rostock",1,82433
"leipzig,4179","klein belitz,rostock",1,77167
"leipzig,4179","schlettau,chemnitz",1,26324
"leipzig,4179","zempin,ostvorpommern",1,85956
"leipzig,4207","hottingen,freiburg",1,136966
"leipzig,4229","baunach,upper franconia",1,48599
"leipzig,4229","hohendorf,nordvorpommern",1,84227
"leipzig,4229","klingenthal,chemnitz",1,28374
"leipzig,4249","olbersdorf,dresden government region",1,47687
"leipzig,4249","sievershagen,rostock",1,84195
"leipzig,4275","glowe,rügen",1,98452
"leipzig,4275","hamma,nordhausen",1,27570
"leipzig,4275","vitte,rügen",1,101098
"leipzig,4289","waren,müritz",1,66165
"leipzig,4299","walthersdorf,chemnitz",1,25147
"leipzig,4315","priwall peninsula,lübeck",1,82076
"leipzig,4316","neßmersiel,aurich",1,115532
"leipzig,4318","rutenberg,uckermark",1,59082
"leipzig,4318","thale,harz",1,28386
"leipzig,4319","altenfeld,ilm-kreis",1,36761
"leipzig,4319","stützerbach,ilm-kreis",1,37009
"leipzig,4356","dahmsdorf,oder-spree",1,37802
"lemgo,32657","zinnowitz,ostvorpommern",1,107870
"lemgow,29485","rabenkirchen,schleswig-flensburg",1,57469
"lengerich,49525","behringen,heidekreis",1,47556
"lengerich,49525","norderteil,cuxhaven",1,52633
"lengerich,49525","wenningstedt-braderup,nordfriesland",1,82672
"lennestadt,57368","dornumersiel,aurich",1,76463
"lenningen,73252","nieblum,nordfriesland",1,183163
"leopoldshöhe,33818","bockholm,schleswig-flensburg",1,85760
"leveluden,51375","gollwitz,nordwestmecklenburg",1,1629130
"leverkusen,51373","burhave,wesermarsch",1,79758
"leverkusen,51373","lutterbek,plön",1,116087
"leverkusen,51375","friedrichskoog-spitze,dithmarschen",1,94790
"lichtenau,77839","schönwald im schwarzwald,freiburg",1,18866
"liebenburg,38704","friedrichshöhe,harz",1,14413
"liebenburg,38704","großenbrode,ostholstein",1,71375
"liebenburg,38704","winterberg,arnsberg",1,42124
"liederbach,65835","grömitz,ostholstein",1,128016
"lilienthal,28865","sulzbach am main,lower franconia",1,96470
"lilienthal,28865","wangerooge,friesland",1,25759
"limbach-o.,9212","berliner innenstadt,berliner innenstadt",1,50656
"limbach-oberfrohna,9212","niendorf/ostsee,ostholstein",1,98837
"linau,22959","priwall peninsula,lübeck",1,11553
"lindau,88131","klockries,nordfriesland",1,214439
"linden,35440","kreuzberg,lower bavaria",1,106303
"lindenberg,88161","günzburg,swabia",1,26233
"lindenberg,88161","unterschwarzach,tübingen",1,10119
"lindig,7768","laboe,plön",1,110136
"lingen,49809","burhave,wesermarsch",1,36687
"lingen,49809","duhnen,cuxhaven",1,46892
"lingen,49809","feriendorf freilingen,cologne",1,62833
"lingen,49809","groß charlottengroden,wittmund",1,35606
"lingen,49809","jordanshöhe,goslar",1,62818
"lingen,49809","landsatz,lüchow-dannenberg",1,71405
"lingen,49811","hörnum,nordfriesland",1,67730
"lingen,49811","hösjekamp,ammerland",1,22917
"lingenfeld,67360","bad dürkheim,bad dürkheim",1,7251
"linkenheim-hochstetten,76351","insel,swabia",1,53348
"linkenheim-hochstetten,76351","lieg,cochem-zell",1,36271
"lippstadt,59555","friedrichskoog-spitze,dithmarschen",1,70503
"lippstadt,59557","kühlungsborn-west,rostock",1,95563
"lippstadt,59559","dahme,ostholstein",1,90290
"lohmar,53797","norddeich,aurich",1,81893
"luckenwalde,14943","zinnowitz,ostvorpommern",1,60634
"ludwigshafen,67069","friedrichskoog,dithmarschen",1,133659
"ludwigshafen,67071","auerbach,upper bavaria",1,78327
"luebeck,23552","eschach,swabia",1,183263
"luhden,31711","priwall peninsula,lübeck",1,60270
"lunden,25774","haffkrug,ostholstein",1,31098
"löbau,2708","lautenthal,goslar",1,84128
"löbejün,6193","zingst,nordvorpommern",1,84311
"löhnberg,35792","horn,freiburg",1,75137
"löhne,32584","minfeld,germersheim",1,93224
"löningen,49624","vollbüttel,gifhorn",1,49723
"lörrach,79540","fröhnd,freiburg",1,6706
"lübbecke,32312","kappeln,schleswig-flensburg",1,73356
"lübbecke,32312","rechlin,mecklenburgische seenplatte",1,79452
"lübbecke,32312","trassenheide,ostvorpommern",1,106994
"lübben,15907","wildemann,goslar",1,66174
"lübeck,23552","innenstadt,lübeck",1,0
"lübeck,23556","westerland,nordfriesland",1,50597
"lübeck,23560","waldkatzenbach,karlsruhe",1,132566
"lübeck,23564","karschau,schleswig-flensburg",1,26841
"lübeck,23564","schilksee,plön",1,19177
"lübeck,23566","priwall peninsula,lübeck",1,3300
"lübeck travemünde,23570","scharbeutz,ostholstein",1,2539
"lübz,19386","zingst,nordvorpommern",1,31000
"lüdenscheid,58507","dragun,nordwestmecklenburg",1,98167
"lüdenscheid,58509","sandbrink,diepholz",1,40942
"lüdersfeld,31702","bentwisch,cuxhaven",1,41671
"lüdinghausen,59348","bensersiel,wittmund",1,56730
"lüdinghausen,59348","oberjoch,swabia",1,138505
"lügde,32676","fehmarnsund,ostholstein",1,81698
"lüneburg,21335","großenbrode,ostholstein",1,36332
"lüneburg,21335","sahlenburg,cuxhaven",1,36836
"lüneburg,21335","wustrow,nordvorpommern",1,48728
"lüneburg,21337","sandbrink,diepholz",1,43102
"lüneburg,21337","thale,harz",1,45827
"lüneburg,21339","alt travemünde - rönnau,lübeck",1,22905
"lünen,44536","olpenitzdorf,schleswig-flensburg",1,101413
"lürschau,24850","pelzerhaken,ostholstein",1,26996
"magdeburg,39108","hohenkirchen,nordwestmecklenburg",1,53199
"magdeburg,39110","bensersiel,wittmund",1,85283
"magdeburg,39110","kappeln,schleswig-flensburg",1,80751
"magdeburg,39110","vieregge,rügen",1,78671
"magdeburg,39110","wilhelmshaven,wilhelmshaven",1,75099
"magdeburg,39114","borstendorf,chemnitz",1,47653
"magdeburg,39114","tarnewitz,nordwestmecklenburg",1,56620
"magdeburg,39116","manschnow,märkisch-oderland",1,56278
"magdeburg,39120","elend,harz",1,20087
"magdeburg,39120","rathmannsdorf,dresden government region",1,57590
"magdeburg,39122","ostseebad,rügen",1,77019
"magdeburg,d-39108","oberdorf,swabia",1,141655
"mahlow-waldblick,15831","warnemünde,rostock",1,58285
"maintal,63477","neubau,upper franconia",1,57781
"maintal,63477","schönsee,upper palatinate",1,73770
"mainz,55126","echtershausen,bitburg-prüm",1,33631
"mainz,55129","balm,ostvorpommern",1,158821
"mainz,55131","wannsee,steglitz-zehlendorf",1,115826
"mainz finthen,55116","kühlungsborn-west,rostock",1,138370
"mainz kostheim,55246","duhnen,cuxhaven",1,115236
"malk göhren,19294","ahlbeck,ostvorpommern",1,53951
"malsch,69254","westerland,nordfriesland",1,168350
"mannheim,68159","hohenreuth,upper bavaria",1,82372
"mannheim,68163","reinerzau,karlsruhe",1,33104
"mannheim,68199","erkenbollingen,swabia",1,70139
"mannheim,68199","unterlohwies,lower bavaria",1,89948
"mannheim,68259","reimboldshausen,kassel",1,43227
"mannheim,68259","seepark kirchheim,kassel",1,43157
"mannheim,68305","stanggaß,upper bavaria",1,104623
"mannheim,68305","trent,rügen",1,171565
"mannheim,68307","waldkatzenbach,karlsruhe",1,11858
"mannheim,68309","udler,vulkaneifel",1,36705
"marburg,35037","binz,rügen",1,138053
"marburg,35037","jordanshöhe,goslar",1,42670
"marburg,35041","vadersdorf,ostholstein",1,116493
"march,79232","böhlen,ilm-kreis",1,98156
"marienberg,9496","buggingen,freiburg",1,135223
"marienmünster,37696","sandbrink,diepholz",1,25990
"markkleeberg,4416","dagebüll,nordfriesland",1,121937
"markkleeberg,4416","glowe,rügen",1,99921
"markkleeberg,4416","wustrow,nordvorpommern",1,91445
"markranstädt,4420","storkow,oder-spree",1,42781
"markt schwaben,85570","kröslin,ostvorpommern",1,179197
"marl,45768","bensersiel,wittmund",1,60707
"marl,45772","meschede,arnsberg",1,23756
"marpingen,66646","wallgau,upper bavaria",1,100988
"marsberg,34431","olpenitzdorf,schleswig-flensburg",1,97522
"marsberg,34431","priwall peninsula,lübeck",1,82545
"marschacht,21436","nordhorn,bentheim",1,65600
"martinsthal,65344","netze,kassel",1,45531
"md,39112","prerow,nordvorpommern",1,1745220
"mechernich,53894","wangerland,friesland",1,94094
"mechtersen,21358","borgsum,nordfriesland",1,53097
"meckenheim,53340","sankt johann,saarbrücken",1,41056
"meckenheim,53340","wichterich,cologne",1,1513948
"meerbusch,40667","bürgstadt,lower franconia",1,66784
"meerbusch,40667","weidenbach,vulkaneifel",1,33317
"meerbusch,40667","wyk auf föhr,nordfriesland",1,107424
"meerbusch,40668","wiek,rügen",1,153708
"meine,38126","groß charlottengroden,wittmund",1,1977877
"meine,38527","süderwisch,cuxhaven",1,55694
"meinerzhagen,58540","norddeich,aurich",1,74997
"meiningen,98617","schönlind,upper franconia",1,30978
"melbeck,21406","dargun,mecklenburgische seenplatte",1,48847
"melle,49328","ediger-eller,cochem-zell",1,66891
"melsungen,34212","hohwacht,plön",1,96121
"menden,58708","grömitz,ostholstein",1,98032
"menden,58708","priwall peninsula,lübeck",1,92349
"menden,58710","altenilpe,arnsberg",1,9917
"mertensdorf,16949","jordanshöhe,goslar",1,53218
"merzenich,52399","dagebüll,nordfriesland",1,122235
"meschede,59872","westeraccumersiel,aurich",1,71156
"mespelbrunn,63875","alt travemünde - rönnau,lübeck",1,123730
"messingen,49832","hooksiel,friesland",1,36024
"metelen,48629","ahlbeck,ostvorpommern",1,135328
"mettingen,49497","carolinensiel,wittmund",1,40473
"mettingen,49497","harlesiel,wittmund",1,40831
"mettingen,49497","kappeln,schleswig-flensburg",1,78831
"mettmann,40822","anzenbach,upper bavaria",1,158336
"michendorf,14552","bayerisch eisenstein,lower bavaria",1,94724
"michendorf,14552","prora,rügen",1,63869
"miesbach,83714","bad feilnbach,upper bavaria",1,3948
"mildenau ot arnsfeld,9456","goyatz,dahme-spreewald",1,46655
"minden,32423","duhnen,cuxhaven",1,47503
"minfeld,76872","veenhusen,leer",1,126209
"moers,47441","kappeln,schleswig-flensburg",1,112086
"moers,47441","medebach,arnsberg",1,39162
"moers,47443","altenahr,ahrweiler",1,28658
"moers,47443","bernkastel,bernkastel-wittlich",1,44073
"moers,47445","carolinensiel,wittmund",1,68913
"mommenheim,55278","hinterzarten,freiburg",1,58839
"monheim,40789","norddeich,aurich",1,75001
"moorgrund,36433","ostseebad,rügen",1,121381
"moormerland,26802","braunlage,goslar",1,73551
"much,53804","prüm,bitburg-prüm",1,1500184
"muldestausee,6774","börgerende,rostock",1,74621
"murnau,82418","lahnstein,rhein-lahn-kreis",1,104915
"märkisch buchholz,15748","neukirchen,ostholstein",1,81849
"märkisch-linden,16818","dierhagen,nordvorpommern",1,41105
"mölln,23879","kappeln,schleswig-flensburg",1,33632
"mömlingen,63853","röhl,bitburg-prüm",1,47964
"mönchengladbach,41063","norderteil,cuxhaven",1,89449
"mönchengladbach,41069","kattersdorf,lower bavaria",1,144078
"mönchengladbach,41199","wasserburg am bodensee,swabia",1,122512
"mönchengladbach,41236","cochem,cochem-zell",1,33167
"mügeln,4769","markdorf,tübingen",1,125989
"mühlacker,75417","morsbach,upper bavaria",1,46711
"mühlacker,75417","unterjoch,swabia",1,51596
"mühldorf am inn,84453","ostseebad,rügen",1,183056
"mühlheim,63165","reimboldshausen,kassel",1,24942
"mülheim,45473","see,upper bavaria",1,139979
"mülheim,45478","kühlungsborn,rostock",1,119307
"mülheim an der ruhr,45468","wissinghausen,arnsberg",1,33103
"mülheim an der ruhr,45470","fehmarnsund,ostholstein",1,116697
"mülheim an der ruhr,45476","kappeln,schleswig-flensburg",1,109943
"mülheim an der ruhr,45476","warsingsfehn,leer",1,56469
"mülheim an der ruhr,45481","wangerland,friesland",1,70206
"mülheim-kärlich,56218","bendorf,mayen-koblenz",1,1852
"münchen,80333","nienstedten,altona",1,163867
"münchen,80339","schwarzach bei nabburg,upper palatinate",1,40176
"münchen,80637","schaprode,rügen",1,191100
"münchen,80686","mossendorf,upper palatinate",1,33106
"münchen,80997","klanxbüll,nordfriesland",1,204892
"münchen,81245","oy,swabia",1,24884
"münchen,81369","söcking,upper bavaria",1,5252
"münchen,81475","witsum,nordfriesland",1,204149
"münchen,81477","rerik,rostock",1,178903
"münchen,81541","loipl,upper bavaria",1,30315
"münchen,81667","bad feilnbach,upper bavaria",1,13391
"münchen,81669","hörnum,nordfriesland",1,206624
"münchen,81669","wilhelmsthal,upper franconia",1,65424
"münchen,81671","ostseebad,rügen",1,189276
"münchen,81673","lüneburg,lüneburg",1,153802
"münchen,81739","laubach,cochem-zell",1,109586
"münchen,81827","zerpenschleuse,barnim",1,145342
"münchen,81927","blossersberg,lower bavaria",1,37020
"münchen,89339","daxstein,lower bavaria",1,38259
"münchen - untergiesing-harlaching,81543","eschach,swabia",1,29787
"münster,48145","carolinensiel,wittmund",1,51301
"münster,48149","frenkhausen,arnsberg",1,20705
"münster,48157","dahme,ostholstein",1,89388
"münster,48159","freital,dresden government region",1,115866
"münster,48159","telgte,münster",1,3542
"münster,48161","heimbach,cologne",1,44102
"münster,48161","wyk auf föhr,nordfriesland",1,82990
"münster,48163","altenholz-klausdorf,rendsburg-eckernförde",1,87186
"münster,64839","kappeln,schleswig-flensburg",1,141929
"nachrodt-wiblingwerde,58769","kellenhusen,ostholstein",1,105585
"nachrodt-wiblingwerde,58769","ühlingen-birkendorf,freiburg",1,107556
"nagold,72202","berliner innenstadt,berliner innenstadt",1,147807
"nagold,72202","märkisches viertel,reinickendorf",1,149156
"nalbach,66809","obermünstertal,freiburg",1,49137
"nauen,14641","garz,ostvorpommern",1,44291
"neresheim,73450","weiher,karlsruhe",1,35560
"nettetal,41334","esens,wittmund",1,73026
"nettetal,41334","feriendorf freilingen,cologne",1,27956
"nettetal,41334","roßbach,neuwied",1,30923
"neu wulmstorf,21629","middelhagen,rügen",1,73050
"neu-anspach,61267","battenhausen,kassel",1,23999
"neu-isenburg,63263","steinwand,kassel",1,26173
"neu-isenburg,63263","wallersdorf,lower bavaria",1,87567
"neubrandenburg,17033","bad saarow,oder-spree",1,39988
"neubrandenburg,17033","sankt andreasberg,goslar",1,73279
"neubrandenburg,17033","zirchow,ostvorpommern",1,18674
"neubrandenburg,17034","alt travemünde - rönnau,lübeck",1,43899
"neubrandenburg,17034","zinnowitz,ostvorpommern",1,18480
"neubrandenburg,17036","haltern am see,münster",1,123021
"neubukow,18233","prora,rügen",1,35094
"neuenstein,36286","kappeln,schleswig-flensburg",1,111770
"neuhaus,98724","altstadt,erfurt",1,14604
"neuhofen,67141","dornhan,freiburg",1,31808
"neuhofen,67141","markgrafenheide,rostock",1,157216
"neukirchen/erzgeb.,9221","zöblitz,chemnitz",1,7739
"neukloster,23992","barnekow,nordwestmecklenburg",1,5483
"neumarkt in der oberpfalz,92318","zirchow,ostvorpommern",1,145639
"neumünster,24536","friedrichshöhe,harz",1,75414
"neumünster,24536","niendorf/ostsee,ostholstein",1,14868
"neumünster,24537","drei,schleswig-flensburg",1,23842
"neumünster,24539","olpenitzdorf,schleswig-flensburg",1,18357
"neunburg vorm wald,92431","hopferau,swabia",1,61718
"neunkirchen-seelscheid,53819","gröbern,anhalt-bitterfeld",1,98293
"neuruppin,16816","friedrichskoog,dithmarschen",1,75978
"neuss,41460","hohenkirchen,friesland",1,76181
"neuss,41462","sandbrink,diepholz",1,49665
"neuss,41462","winterberg,arnsberg",1,34725
"neuss,41464","kellenhusen,ostholstein",1,119100
"neuss,41464","scherleinsöd,lower bavaria",1,155027
"neuss,41468","bad doberan,rostock",1,127214
"neustadt,7806","boltenhagen,nordwestmecklenburg",1,97000
"neustadt,96465","altenberg,middle franconia",1,25980
"neustadt am rübenberge / mardorf,31535","sommerhausen,lower franconia",1,83806
"neustadt an der weinstrasse,67433","unterkirnach,freiburg",1,38292
"neustadt an der weinstraße,67433","imsbacherhof,südwestpfalz",1,13318
"neustadt weinstrasse,67433","flammersfeld,altenkirchen (westerwald)",1,39934
"neustadt-duttweiler,67435","düsseldorf-rath,düsseldorf",1,64057
"neustadt-langburkersdorf,1844","timmendorfer strand,ostholstein",1,108078
"neustadt/ dosse,16845","zwenzow,mecklenburgische seenplatte",1,16445
"neustrelitz,17235","allrode,harz",1,62602
"neustrelitz,17235","wesseloh,heidekreis",1,59646
"neuwied,56564","echtershausen,bitburg-prüm",1,23561
"neuwied,56564","frorath,neuwied",1,3502
"neuwied,56567","neuruppin,ostprignitz-ruppin",1,122399
"nidda-koden,63667","neuringe,emsland",1,74922
"nideggen,52385","grömitz,ostholstein",1,131278
"nieder -olm,55268","nordenau,arnsberg",1,37918
"niederahr,56414","rhens,mayen-koblenz",1,7808
"niederau ot jessen,1689","koserow,ostvorpommern",1,84904
"niederkassel,53859","ahrenshoop,nordvorpommern",1,143438
"niederkassel,53859","großwürden,wesermarsch",1,83625
"niederneuching,85467","chieming,upper bavaria",1,17668
"niedernhausen,65527","altenbruch,cuxhaven",1,108976
"niedernhausen,65527","schönhagen,rendsburg-eckernförde",1,136324
"niedernhausen,65527","unterschönau,upper bavaria",1,118933
"niedernhausen,65527","wüstensachsen,kassel",1,33779
"niedernwöhren,31712","sankt peter-ording,nordfriesland",1,58664
"niedersachsen - bad rothenfelde,49214","ostbevern,münster",1,6040
"niedersachsen - wolfsburg,38442","twielenfleth,stade",1,40261
"nienburg,31582","wackerballig,schleswig-flensburg",1,63991
"niendorf,23669","niendorf/ostsee,ostholstein",1,0
"nobitz,4603","bad saarow,oder-spree",1,48054
"nobitz,4603","borgsum,nordfriesland",1,131894
"nonnweiler,66620","hilbringen,merzig-wadern",1,8340
"nordenham,26954","unterau,upper bavaria",1,193691
"norderstedt,22844","großenbrode,ostholstein",1,26683
"norderstedt,22846","vollerwiek,nordfriesland",1,26917
"norderstedt,22850","grömitz,ostholstein",1,21684
"norderstedt,22850","schönhagen,rendsburg-eckernförde",1,27943
"norderstedt,22851","simonswald,freiburg",1,170480
"nordhausen,99734","ahlbeck,ostvorpommern",1,94278
"nordhausen,99734","göhren,rügen",1,99140
"nordhausen,99734","radolfzell,freiburg",1,117152
"nordhausen,99734","wienrode,harz",1,8322
"nordhorn,48529","wangerooge,friesland",1,43792
"nordhorn,48531","altharlingersiel,wittmund",1,38894
"nordrhein-westfalen - harsewinkel,33428","röhl,bitburg-prüm",1,67340
"nordrhein-westfalen - wülfrath,42489","neuharlingersiel,wittmund",1,72579
"northeim,37154","wienrode,harz",1,18048
"nottuln,48301","grafenried,lower bavaria",1,135632
"nördlingen,86720","wernigerode,harz",1,88699
"nümbrecht,51588","ibbenbüren,münster",1,40882
"nümbrecht,51588","taufkirchen,lower bavaria",1,123456
"nürnberg,90402","wandlitz,barnim",1,107767
"nürnberg,90451","kollnburg,lower bavaria",1,36637
"nürnberg,90453","mühlheim,upper bavaria",1,15340
"nürnberg,90473","riedheim,swabia",1,33479
"nürnberg,90475","horn,freiburg",1,78572
"nürnberg,90491","hörnum,nordfriesland",1,165324
"nürnberg,90491","schauenstein,upper franconia",1,26868
"nürtingen,72622","harlesiel,wittmund",1,153783
